,id,accident_risk
9688,527442,0.5836879
9689,527443,0.20700991
9690,527444,0.047290847
9691,527445,0.157721
9692,527446,0.32233146
9693,527447,0.27273658
9694,527448,0.22873998
9695,527449,0.22577658
9696,527450,0.3541213
9697,527451,0.22163603
9698,527452,0.30613646
9699,527453,0.38138756
9700,527454,0.44874755
9701,527455,0.5055088
9702,527456,0.26535532
9703,527457,0.223259
9704,527458,0.22707663
9705,527459,0.19027549
9706,527460,0.32507324
9707,527461,0.5337576
9708,527462,0.18474166
9709,527463,0.17120442
9710,527464,0.45919722
9711,527465,0.27702063
9712,527466,0.4684103
9713,527467,0.62754214
9714,527468,0.44285786
9715,527469,0.47372884
9716,527470,0.41846997
9717,527471,0.49127248
9718,527472,0.29933882
9719,527473,0.45257598
9720,527474,0.31392625
9721,527475,0.42896363
9722,527476,0.4427721
9723,527477,0.24581903
9724,527478,0.1512013
9725,527479,0.53082883
9726,527480,0.43350223
9727,527481,0.706667
9728,527482,0.33624122
9729,527483,0.28779
9730,527484,0.33048588
9731,527485,0.27868953
9732,527486,0.23922254
9733,527487,0.2213412
9734,527488,0.12041877
9735,527489,0.45407963
9736,527490,0.3678841
9737,527491,0.31299162
9738,527492,0.33795315
9739,527493,0.5709281
9740,527494,0.2915319
9741,527495,0.45440057
9742,527496,0.17880294
9743,527497,0.39677426
9744,527498,0.30911762
9745,527499,0.15786502
9746,527500,0.41243285
9747,527501,0.31388584
9748,527502,0.2746532
9749,527503,0.5996557
9750,527504,0.25539663
9751,527505,0.5814196
9752,527506,0.5895873
9753,527507,0.38457233
9754,527508,0.055222556
9755,527509,0.43708754
9756,527510,0.29164416
9757,527511,0.3734403
9758,527512,0.16820037
9759,527513,0.55092096
9760,527514,0.31732523
9761,527515,0.32080764
9762,527516,0.2348532
9763,527517,0.34460688
9764,527518,0.22546503
9765,527519,0.302758
9766,527520,0.48037004
9767,527521,0.43608314
9768,527522,0.25285637
9769,527523,0.376754
9770,527524,0.28202587
9771,527525,0.38591367
9772,527526,0.18907927
9773,527527,0.71346605
9774,527528,0.2429492
9775,527529,0.46583834
9776,527530,0.7410432
9777,527531,0.16853936
9778,527532,0.23850776
9779,527533,0.16665576
9780,527534,0.3412011
9781,527535,0.48621327
9782,527536,0.51874864
9783,527537,0.2173661
9784,527538,0.4790329
9785,527539,0.28768978
9786,527540,0.12934093
9787,527541,0.57101965
9788,527542,0.36325762
9789,527543,0.20061313
9790,527544,0.30864054
9791,527545,0.41295794
9792,527546,0.3786805
9793,527547,0.62876236
9794,527548,0.4434765
9795,527549,0.16381536
9796,527550,0.12652896
9797,527551,0.3262218
9798,527552,0.21966688
9799,527553,0.74780697
9800,527554,0.29250184
9801,527555,0.24733485
9802,527556,0.027789809
9803,527557,0.18859026
9804,527558,0.34538528
9805,527559,0.28521904
9806,527560,0.40169287
9807,527561,0.070720166
9808,527562,0.36148685
9809,527563,0.32920268
9810,527564,0.37031654
9811,527565,0.10990035
9812,527566,0.13186951
9813,527567,0.38951948
9814,527568,0.32804495
9815,527569,0.34456274
9816,527570,0.38437024
9817,527571,0.31271705
9818,527572,0.31320655
9819,527573,0.18767549
9820,527574,0.29131594
9821,527575,0.44787347
9822,527576,0.2800127
9823,527577,0.21218596
9824,527578,0.43416744
9825,527579,0.16010325
9826,527580,0.42187995
9827,527581,0.2759656
9828,527582,0.55359423
9829,527583,0.35115796
9830,527584,0.28229615
9831,527585,0.32379782
9832,527586,0.46007034
9833,527587,0.13041797
9834,527588,0.43243095
9835,527589,0.21714695
9836,527590,0.41104904
9837,527591,0.22475335
9838,527592,0.35263532
9839,527593,0.37092143
9840,527594,0.12825398
9841,527595,0.5113414
9842,527596,0.27004883
9843,527597,0.27581143
9844,527598,0.43949115
9845,527599,0.41772997
9846,527600,0.36445042
9847,527601,0.22089455
9848,527602,0.44646677
9849,527603,0.072512396
9850,527604,0.41980374
9851,527605,0.14784376
9852,527606,0.47246084
9853,527607,0.13028836
9854,527608,0.27962524
9855,527609,0.18141338
9856,527610,0.18649516
9857,527611,0.5584174
9858,527612,0.3307384
9859,527613,0.49883747
9860,527614,0.22970563
9861,527615,0.48521712
9862,527616,0.17097455
9863,527617,0.34471768
9864,527618,0.43289444
9865,527619,0.29254183
9866,527620,0.5468444
9867,527621,0.27245903
9868,527622,0.4666898
9869,527623,0.40630004
9870,527624,0.23701377
9871,527625,0.48268196
9872,527626,0.29123107
9873,527627,0.05410745
9874,527628,0.47450817
9875,527629,0.33005196
9876,527630,0.4426689
9877,527631,0.7535997
9878,527632,0.5155579
9879,527633,0.23022269
9880,527634,0.37963915
9881,527635,0.2584606
9882,527636,0.12829277
9883,527637,0.70649016
9884,527638,0.3315749
9885,527639,0.28650466
9886,527640,0.8309774
9887,527641,0.04726588
9888,527642,0.33509296
9889,527643,0.56407
9890,527644,0.47014663
9891,527645,0.6253498
9892,527646,0.35018614
9893,527647,0.1666594
9894,527648,0.30563116
9895,527649,0.052021578
9896,527650,0.06885694
9897,527651,0.15168548
9898,527652,0.23029919
9899,527653,0.22630213
9900,527654,0.32943735
9901,527655,0.0454969
9902,527656,0.38147038
9903,527657,0.36837605
9904,527658,0.42475572
9905,527659,0.11170666
9906,527660,0.35219246
9907,527661,0.31337267
9908,527662,0.3513179
9909,527663,0.50085944
9910,527664,0.4246815
9911,527665,0.53609693
9912,527666,0.53836656
9913,527667,0.29849926
9914,527668,0.31575358
9915,527669,0.34666732
9916,527670,0.49920806
9917,527671,0.67359126
9918,527672,0.46906176
9919,527673,0.26676553
9920,527674,0.38746065
9921,527675,0.4114084
9922,527676,0.33785364
9923,527677,0.39963675
9924,527678,0.26428038
9925,527679,0.26542217
9926,527680,0.21836321
9927,527681,0.54978716
9928,527682,0.54992
9929,527683,0.31768408
9930,527684,0.2956803
9931,527685,0.19393034
9932,527686,0.26297325
9933,527687,0.2938629
9934,527688,0.22485861
9935,527689,0.8233714
9936,527690,0.46609494
9937,527691,0.28197855
9938,527692,0.50624967
9939,527693,0.036732152
9940,527694,0.4879053
9941,527695,0.29252917
9942,527696,0.2445404
9943,527697,0.23785804
9944,527698,0.46950826
9945,527699,0.6383754
9946,527700,0.5076231
9947,527701,0.12726004
9948,527702,0.21365038
9949,527703,0.5456875
9950,527704,0.29375958
9951,527705,0.21429677
9952,527706,0.3956024
9953,527707,0.15415229
9954,527708,0.29708847
9955,527709,0.42814624
9956,527710,0.3599573
9957,527711,0.41918507
9958,527712,0.57352704
9959,527713,0.29031274
9960,527714,0.47531822
9961,527715,0.15143777
9962,527716,0.48248863
9963,527717,0.37060344
9964,527718,0.32910052
9965,527719,0.4616669
9966,527720,0.3196887
9967,527721,0.26669854
9968,527722,0.23251209
9969,527723,0.33788097
9970,527724,0.29535845
9971,527725,0.33298513
9972,527726,0.27506784
9973,527727,0.6582824
9974,527728,0.5008963
9975,527729,0.649529
9976,527730,0.6813055
9977,527731,0.15770708
9978,527732,0.28245017
9979,527733,0.42079708
9980,527734,0.23675954
9981,527735,0.29208085
9982,527736,0.05333571
9983,527737,0.44590127
9984,527738,0.40831608
9985,527739,0.18709505
9986,527740,0.55929327
9987,527741,0.55146676
9988,527742,0.33929396
9989,527743,0.74354786
9990,527744,0.69879735
9991,527745,0.3364873
9992,527746,0.56338245
9993,527747,0.35402963
9994,527748,0.43515605
9995,527749,0.34680066
9996,527750,0.35912696
9997,527751,0.22560781
9998,527752,0.22029175
9999,527753,0.7726553
10000,527754,0.033995744
10001,527755,0.5273329
10002,527756,0.1723314
10003,527757,0.28746828
10004,527758,0.29944456
10005,527759,0.35589632
10006,527760,0.4477954
10007,527761,0.17415981
10008,527762,0.33766
10009,527763,0.5164658
10010,527764,0.25781015
10011,527765,0.22976872
10012,527766,0.28267795
10013,527767,0.4636004
10014,527768,0.5564466
10015,527769,0.059037246
10016,527770,0.5403123
10017,527771,0.6363362
10018,527772,0.4685333
10019,527773,0.3436753
10020,527774,0.4569097
10021,527775,0.5866162
10022,527776,0.22986561
10023,527777,0.42458645
10024,527778,0.7752216
10025,527779,0.7318683
10026,527780,0.27989942
10027,527781,0.4116838
10028,527782,0.4601971
10029,527783,0.36727503
10030,527784,0.392063
10031,527785,0.34111977
10032,527786,0.6459023
10033,527787,0.0480579
10034,527788,0.3498562
10035,527789,0.6343668
10036,527790,0.33174768
10037,527791,0.18398684
10038,527792,0.47326642
10039,527793,0.35020632
10040,527794,0.7709956
10041,527795,0.26759517
10042,527796,0.3767679
10043,527797,0.15779151
10044,527798,0.3549128
10045,527799,0.101518966
10046,527800,0.19019394
10047,527801,0.35470024
10048,527802,0.22880991
10049,527803,0.14106312
10050,527804,0.44032633
10051,527805,0.46760035
10052,527806,0.65270513
10053,527807,0.3168944
10054,527808,0.7337576
10055,527809,0.6545141
10056,527810,0.522902
10057,527811,0.06790029
10058,527812,0.36512443
10059,527813,0.6695109
10060,527814,0.3308091
10061,527815,0.31561387
10062,527816,0.30019966
10063,527817,0.22669154
10064,527818,0.43162587
10065,527819,0.5604265
10066,527820,0.29350126
10067,527821,0.4484632
10068,527822,0.47500402
10069,527823,0.5838015
10070,527824,0.5664694
10071,527825,0.21241985
10072,527826,0.36992955
10073,527827,0.39948925
10074,527828,0.5203662
10075,527829,0.5272779
10076,527830,0.22033852
10077,527831,0.4108421
10078,527832,0.396797
10079,527833,0.31450516
10080,527834,0.70328265
10081,527835,0.22583239
10082,527836,0.63447607
10083,527837,0.6643811
10084,527838,0.5900887
10085,527839,0.21862774
10086,527840,0.44868448
10087,527841,0.40309986
10088,527842,0.47490257
10089,527843,0.57989633
10090,527844,0.28257602
10091,527845,0.056720994
10092,527846,0.1301271
10093,527847,0.7098312
10094,527848,0.43301478
10095,527849,0.46920136
10096,527850,0.16442493
10097,527851,0.54705083
10098,527852,0.2253196
10099,527853,0.4513147
10100,527854,0.13713041
10101,527855,0.5358678
10102,527856,0.16873106
10103,527857,0.22047195
10104,527858,0.54909897
10105,527859,0.36524776
10106,527860,0.47467673
10107,527861,0.35491
10108,527862,0.44510502
10109,527863,0.051934548
10110,527864,0.7132918
10111,527865,0.2880322
10112,527866,0.3902678
10113,527867,0.28513375
10114,527868,0.11424191
10115,527869,0.28492662
10116,527870,0.65252024
10117,527871,0.46870592
10118,527872,0.22908565
10119,527873,0.31763932
10120,527874,0.26202834
10121,527875,0.42387518
10122,527876,0.35858324
10123,527877,0.19061995
10124,527878,0.30774674
10125,527879,0.41025016
10126,527880,0.110062726
10127,527881,0.10133721
10128,527882,0.47331464
10129,527883,0.04524321
10130,527884,0.30359033
10131,527885,0.21516769
10132,527886,0.4960796
10133,527887,0.352447
10134,527888,0.24346629
10135,527889,0.38269007
10136,527890,0.3464021
10137,527891,0.6493789
10138,527892,0.5972283
10139,527893,0.12079416
10140,527894,0.21379453
10141,527895,0.17151444
10142,527896,0.48778355
10143,527897,0.1451592
10144,527898,0.7032269
10145,527899,0.25448623
10146,527900,0.31214243
10147,527901,0.4681138
10148,527902,0.4447635
10149,527903,0.55331254
10150,527904,0.20571113
10151,527905,0.40574607
10152,527906,0.23399666
10153,527907,0.5513062
10154,527908,0.37277448
10155,527909,0.41161004
10156,527910,0.6552931
10157,527911,0.4777157
10158,527912,0.30750915
10159,527913,0.3523666
10160,527914,0.18245925
10161,527915,0.16993994
10162,527916,0.16070972
10163,527917,0.28204328
10164,527918,0.61051345
10165,527919,0.37188622
10166,527920,0.37568045
10167,527921,0.19064671
10168,527922,0.27582347
10169,527923,0.41319317
10170,527924,0.3649086
10171,527925,0.3250901
10172,527926,0.31400752
10173,527927,0.074813545
10174,527928,0.3052741
10175,527929,0.26784742
10176,527930,0.26726738
10177,527931,0.3324526
10178,527932,0.22650705
10179,527933,0.19195677
10180,527934,0.3754043
10181,527935,0.867282
10182,527936,0.36213267
10183,527937,0.37813327
10184,527938,0.37042308
10185,527939,0.2517629
10186,527940,0.09116075
10187,527941,0.33024487
10188,527942,0.27758482
10189,527943,0.2773994
10190,527944,0.2169358
10191,527945,0.46869373
10192,527946,0.26505506
10193,527947,0.35934493
10194,527948,0.44517413
10195,527949,0.5774582
10196,527950,0.39532775
10197,527951,0.56131196
10198,527952,0.316254
10199,527953,0.34711093
10200,527954,0.6560747
10201,527955,0.170203
10202,527956,0.044298872
10203,527957,0.22561067
10204,527958,0.2111352
10205,527959,0.16452475
10206,527960,0.3728212
10207,527961,0.5293688
10208,527962,0.55141467
10209,527963,0.4766995
10210,527964,0.3152837
10211,527965,0.34534714
10212,527966,0.46075025
10213,527967,0.26106647
10214,527968,0.34229138
10215,527969,0.36394447
10216,527970,0.2782615
10217,527971,0.2695501
10218,527972,0.49258545
10219,527973,0.12791257
10220,527974,0.316766
10221,527975,0.2067598
10222,527976,0.55582494
10223,527977,0.589849
10224,527978,0.14783281
10225,527979,0.10913048
10226,527980,0.1470359
10227,527981,0.41420737
10228,527982,0.28933793
10229,527983,0.17455924
10230,527984,0.5452447
10231,527985,0.3734685
10232,527986,0.24030025
10233,527987,0.18182686
10234,527988,0.3522734
10235,527989,0.19773406
10236,527990,0.10431789
10237,527991,0.20500857
10238,527992,0.123036094
10239,527993,0.30405316
10240,527994,0.36930537
10241,527995,0.4779575
10242,527996,0.26602122
10243,527997,0.3246713
10244,527998,0.33555207
10245,527999,0.56773126
10246,528000,0.65507215
10247,528001,0.51323944
10248,528002,0.355569
10249,528003,0.4176881
10250,528004,0.35221544
10251,528005,0.12383782
10252,528006,0.111698344
10253,528007,0.44363546
10254,528008,0.15905772
10255,528009,0.30815604
10256,528010,0.1799464
10257,528011,0.36771047
10258,528012,0.4220426
10259,528013,0.33705413
10260,528014,0.52312964
10261,528015,0.29838607
10262,528016,0.5058942
10263,528017,0.30339035
10264,528018,0.25413513
10265,528019,0.4510989
10266,528020,0.21496166
10267,528021,0.3349189
10268,528022,0.2614823
10269,528023,0.55315244
10270,528024,0.30869743
10271,528025,0.4785039
10272,528026,0.36162153
10273,528027,0.18247685
10274,528028,0.542366
10275,528029,0.36650112
10276,528030,0.44687316
10277,528031,0.31125495
10278,528032,0.4580442
10279,528033,0.49907222
10280,528034,0.46972245
10281,528035,0.17385134
10282,528036,0.39136195
10283,528037,0.2324844
10284,528038,0.22265315
10285,528039,0.30867937
10286,528040,0.47194257
10287,528041,0.4340739
10288,528042,0.18510798
10289,528043,0.57322955
10290,528044,0.10785489
10291,528045,0.4139026
10292,528046,0.46802577
10293,528047,0.4493752
10294,528048,0.2167997
10295,528049,0.36501598
10296,528050,0.2950163
10297,528051,0.31544274
10298,528052,0.25284076
10299,528053,0.2858869
10300,528054,0.33379948
10301,528055,0.18959184
10302,528056,0.040981364
10303,528057,0.30379975
10304,528058,0.35730955
10305,528059,0.2976272
10306,528060,0.5541255
10307,528061,0.4324493
10308,528062,0.49800482
10309,528063,0.4097887
10310,528064,0.18636835
10311,528065,0.35374308
10312,528066,0.48190168
10313,528067,0.09683572
10314,528068,0.36468878
10315,528069,0.4027277
10316,528070,0.42455995
10317,528071,0.7342337
10318,528072,0.6344499
10319,528073,0.35310674
10320,528074,0.62229466
10321,528075,0.40696344
10322,528076,0.46656227
10323,528077,0.2237837
10324,528078,0.37956163
10325,528079,0.12303275
10326,528080,0.55528355
10327,528081,0.34017447
10328,528082,0.2295935
10329,528083,0.27069098
10330,528084,0.3020387
10331,528085,0.4027064
10332,528086,0.124680795
10333,528087,0.5741029
10334,528088,0.22470848
10335,528089,0.28628758
10336,528090,0.46666455
10337,528091,0.33014983
10338,528092,0.696606
10339,528093,0.30677548
10340,528094,0.13001464
10341,528095,0.31314722
10342,528096,0.3063741
10343,528097,0.40500164
10344,528098,0.33760256
10345,528099,0.079186425
10346,528100,0.30683464
10347,528101,0.2968808
10348,528102,0.26424557
10349,528103,0.53831583
10350,528104,0.10660526
10351,528105,0.18204232
10352,528106,0.28915262
10353,528107,0.2653515
10354,528108,0.634508
10355,528109,0.28250295
10356,528110,0.05635056
10357,528111,0.54998994
10358,528112,0.33628148
10359,528113,0.5523915
10360,528114,0.24593087
10361,528115,0.18785374
10362,528116,0.13189282
10363,528117,0.08380754
10364,528118,0.6049577
10365,528119,0.35328814
10366,528120,0.4194879
10367,528121,0.3735152
10368,528122,0.3474193
10369,528123,0.3134862
10370,528124,0.15594226
10371,528125,0.31277728
10372,528126,0.33491692
10373,528127,0.36962497
10374,528128,0.28332797
10375,528129,0.12774226
10376,528130,0.20584847
10377,528131,0.10968055
10378,528132,0.3357045
10379,528133,0.24559133
10380,528134,0.38275573
10381,528135,0.21358702
10382,528136,0.30712137
10383,528137,0.32226393
10384,528138,0.34289205
10385,528139,0.37304524
10386,528140,0.44303533
10387,528141,0.6699657
10388,528142,0.41408226
10389,528143,0.51512945
10390,528144,0.33852965
10391,528145,0.2344508
10392,528146,0.20697127
10393,528147,0.18194985
10394,528148,0.2325742
10395,528149,0.45514816
10396,528150,0.37391174
10397,528151,0.50139403
10398,528152,0.383104
10399,528153,0.2050905
10400,528154,0.468116
10401,528155,0.31747523
10402,528156,0.42123306
10403,528157,0.7443052
10404,528158,0.4179038
10405,528159,0.58958805
10406,528160,0.2419143
10407,528161,0.19853327
10408,528162,0.47650462
10409,528163,0.47214478
10410,528164,0.6507328
10411,528165,0.3952277
10412,528166,0.29229334
10413,528167,0.32335323
10414,528168,0.5910219
10415,528169,0.24270523
10416,528170,0.22247367
10417,528171,0.3599619
10418,528172,0.20804171
10419,528173,0.57638234
10420,528174,0.38229868
10421,528175,0.39168876
10422,528176,0.13041306
10423,528177,0.30942148
10424,528178,0.4558688
10425,528179,0.5559735
10426,528180,0.45442024
10427,528181,0.3889009
10428,528182,0.31941622
10429,528183,0.49700466
10430,528184,0.039917763
10431,528185,0.15912516
10432,528186,0.3690107
10433,528187,0.5194353
10434,528188,0.34134835
10435,528189,0.31701437
10436,528190,0.38269678
10437,528191,0.6551395
10438,528192,0.18313013
10439,528193,0.08026516
10440,528194,0.35716954
10441,528195,0.71543986
10442,528196,0.38591573
10443,528197,0.1312141
10444,528198,0.7260384
10445,528199,0.5387107
10446,528200,0.24316204
10447,528201,0.45673364
10448,528202,0.18921228
10449,528203,0.39293796
10450,528204,0.3990325
10451,528205,0.47529158
10452,528206,0.4354971
10453,528207,0.3991512
10454,528208,0.42471185
10455,528209,0.33791435
10456,528210,0.47826317
10457,528211,0.31529954
10458,528212,0.21890743
10459,528213,0.29993135
10460,528214,0.41756412
10461,528215,0.3392806
10462,528216,0.13044955
10463,528217,0.76001924
10464,528218,0.4617898
10465,528219,0.44443265
10466,528220,0.24379419
10467,528221,0.41302204
10468,528222,0.31584206
10469,528223,0.3463838
10470,528224,0.20832829
10471,528225,0.38238874
10472,528226,0.17903678
10473,528227,0.4183315
10474,528228,0.38312075
10475,528229,0.51364076
10476,528230,0.36566603
10477,528231,0.26789877
10478,528232,0.42326447
10479,528233,0.32677475
10480,528234,0.15697016
10481,528235,0.32808015
10482,528236,0.33340588
10483,528237,0.51411265
10484,528238,0.35983053
10485,528239,0.13298868
10486,528240,0.56800574
10487,528241,0.08037899
10488,528242,0.13576604
10489,528243,0.29305547
10490,528244,0.53682476
10491,528245,0.12282396
10492,528246,0.3036936
10493,528247,0.32358646
10494,528248,0.5532732
10495,528249,0.17574774
10496,528250,0.632117
10497,528251,0.27874362
10498,528252,0.363039
10499,528253,0.28790775
10500,528254,0.50114906
10501,528255,0.24030134
10502,528256,0.37897542
10503,528257,0.15284213
10504,528258,0.34489748
10505,528259,0.31333372
10506,528260,0.2652924
10507,528261,0.41496617
10508,528262,0.14230923
10509,528263,0.23953979
10510,528264,0.41807038
10511,528265,0.17796788
10512,528266,0.33320934
10513,528267,0.57631403
10514,528268,0.47563824
10515,528269,0.5128428
10516,528270,0.3519809
10517,528271,0.62531805
10518,528272,0.37671816
10519,528273,0.27677694
10520,528274,0.24420556
10521,528275,0.2720537
10522,528276,0.25102696
10523,528277,0.44643626
10524,528278,0.418046
10525,528279,0.4135742
10526,528280,0.21014291
10527,528281,0.2577348
10528,528282,0.21753134
10529,528283,0.48565754
10530,528284,0.4106396
10531,528285,0.15480766
10532,528286,0.48336294
10533,528287,0.2852872
10534,528288,0.40863097
10535,528289,0.1700449
10536,528290,0.23897266
10537,528291,0.6449956
10538,528292,0.3221268
10539,528293,0.32633898
10540,528294,0.2793074
10541,528295,0.22269514
10542,528296,0.23786664
10543,528297,0.1680598
10544,528298,0.309719
10545,528299,0.33728698
10546,528300,0.24473019
10547,528301,0.21143465
10548,528302,0.1285349
10549,528303,0.31938386
10550,528304,0.24387155
10551,528305,0.26632494
10552,528306,0.22355632
10553,528307,0.12888804
10554,528308,0.3641881
10555,528309,0.24797074
10556,528310,0.6801455
10557,528311,0.80060804
10558,528312,0.1898812
10559,528313,0.23237225
10560,528314,0.541177
10561,528315,0.52088237
10562,528316,0.6523507
10563,528317,0.4671891
10564,528318,0.46422648
10565,528319,0.57682693
10566,528320,0.41422647
10567,528321,0.0704241
10568,528322,0.3036985
10569,528323,0.39761472
10570,528324,0.2080006
10571,528325,0.2904403
10572,528326,0.6566308
10573,528327,0.46949258
10574,528328,0.30844146
10575,528329,0.10606498
10576,528330,0.47048935
10577,528331,0.35126293
10578,528332,0.12749998
10579,528333,0.18193942
10580,528334,0.48142782
10581,528335,0.6646996
10582,528336,0.3864449
10583,528337,0.37024447
10584,528338,0.43619132
10585,528339,0.5874013
10586,528340,0.47323087
10587,528341,0.27514857
10588,528342,0.23347096
10589,528343,0.74160737
10590,528344,0.5793705
10591,528345,0.48224315
10592,528346,0.39145473
10593,528347,0.29872197
10594,528348,0.5725385
10595,528349,0.6314557
10596,528350,0.6958351
10597,528351,0.67101794
10598,528352,0.22517751
10599,528353,0.36292118
10600,528354,0.36252353
10601,528355,0.19104834
10602,528356,0.26531252
10603,528357,0.5167462
10604,528358,0.555175
10605,528359,0.41278514
10606,528360,0.3184864
10607,528361,0.21847047
10608,528362,0.41100088
10609,528363,0.3262437
10610,528364,0.3671839
10611,528365,0.49338204
10612,528366,0.37111738
10613,528367,0.04678774
10614,528368,0.13503471
10615,528369,0.538362
10616,528370,0.13094254
10617,528371,0.32950413
10618,528372,0.22411446
10619,528373,0.36413565
10620,528374,0.47512794
10621,528375,0.47621605
10622,528376,0.07790726
10623,528377,0.22403069
10624,528378,0.657632
10625,528379,0.27873048
10626,528380,0.42076105
10627,528381,0.47129986
10628,528382,0.23345761
10629,528383,0.4285009
10630,528384,0.38053933
10631,528385,0.556514
10632,528386,0.18780947
10633,528387,0.13562775
10634,528388,0.64043283
10635,528389,0.45496166
10636,528390,0.3574865
10637,528391,0.3341321
10638,528392,0.35371932
10639,528393,0.40691403
10640,528394,0.30662856
10641,528395,0.33905473
10642,528396,0.7742208
10643,528397,0.24024995
10644,528398,0.43741295
10645,528399,0.73066545
10646,528400,0.13782011
10647,528401,0.258952
10648,528402,0.29322797
10649,528403,0.1853031
10650,528404,0.40623516
10651,528405,0.5567053
10652,528406,0.41882282
10653,528407,0.66714966
10654,528408,0.29607695
10655,528409,0.5112867
10656,528410,0.46777847
10657,528411,0.081513695
10658,528412,0.401771
10659,528413,0.27535668
10660,528414,0.6313776
10661,528415,0.23700316
10662,528416,0.45120636
10663,528417,0.10509579
10664,528418,0.6267468
10665,528419,0.5192958
10666,528420,0.3399341
10667,528421,0.17848794
10668,528422,0.4822678
10669,528423,0.43129557
10670,528424,0.22605346
10671,528425,0.47819912
10672,528426,0.464966
10673,528427,0.2777531
10674,528428,0.12412212
10675,528429,0.4742832
10676,528430,0.4876625
10677,528431,0.3883475
10678,528432,0.19249423
10679,528433,0.36700705
10680,528434,0.38145536
10681,528435,0.28874457
10682,528436,0.39694262
10683,528437,0.30248877
10684,528438,0.67788017
10685,528439,0.20278054
10686,528440,0.28333127
10687,528441,0.5041295
10688,528442,0.44983318
10689,528443,0.19931251
10690,528444,0.25303423
10691,528445,0.420764
10692,528446,0.08392519
10693,528447,0.66452813
10694,528448,0.47179976
10695,528449,0.31772447
10696,528450,0.35369736
10697,528451,0.2222055
10698,528452,0.17495503
10699,528453,0.16227959
10700,528454,0.61016405
10701,528455,0.18985443
10702,528456,0.41212416
10703,528457,0.34645388
10704,528458,0.12722278
10705,528459,0.54524726
10706,528460,0.14266884
10707,528461,0.1999621
10708,528462,0.35042197
10709,528463,0.34720746
10710,528464,0.3526173
10711,528465,0.19650525
10712,528466,0.47739613
10713,528467,0.48374435
10714,528468,0.04153345
10715,528469,0.055384636
10716,528470,0.24180914
10717,528471,0.1291245
10718,528472,0.3366593
10719,528473,0.38901314
10720,528474,0.27693838
10721,528475,0.2903431
10722,528476,0.7116006
10723,528477,0.2972824
10724,528478,0.65515566
10725,528479,0.63603026
10726,528480,0.7480982
10727,528481,0.613521
10728,528482,0.59265274
10729,528483,0.11478187
10730,528484,0.37939095
10731,528485,0.09281427
10732,528486,0.5172815
10733,528487,0.2395093
10734,528488,0.18905911
10735,528489,0.24162933
10736,528490,0.1157843
10737,528491,0.66340435
10738,528492,0.35425845
10739,528493,0.5406786
10740,528494,0.22002685
10741,528495,0.1923577
10742,528496,0.06944655
10743,528497,0.4373385
10744,528498,0.67407024
10745,528499,0.29945955
10746,528500,0.5792992
10747,528501,0.18425702
10748,528502,0.79142326
10749,528503,0.38232094
10750,528504,0.2206712
10751,528505,0.14957824
10752,528506,0.19244859
10753,528507,0.24094449
10754,528508,0.18506287
10755,528509,0.41299123
10756,528510,0.4629376
10757,528511,0.1956918
10758,528512,0.49254018
10759,528513,0.4798793
10760,528514,0.41060144
10761,528515,0.04441294
10762,528516,0.307345
10763,528517,0.52911776
10764,528518,0.54919153
10765,528519,0.46027943
10766,528520,0.13802624
10767,528521,0.18861143
10768,528522,0.2082973
10769,528523,0.5539667
10770,528524,0.46972284
10771,528525,0.124165684
10772,528526,0.32359535
10773,528527,0.45654023
10774,528528,0.29084584
10775,528529,0.30540815
10776,528530,0.13567908
10777,528531,0.18792069
10778,528532,0.30804116
10779,528533,0.29474425
10780,528534,0.08415197
10781,528535,0.18214627
10782,528536,0.26234403
10783,528537,0.4586348
10784,528538,0.12445896
10785,528539,0.402082
10786,528540,0.36408272
10787,528541,0.19765699
10788,528542,0.3287706
10789,528543,0.22235851
10790,528544,0.43855408
10791,528545,0.3179178
10792,528546,0.2718727
10793,528547,0.1895892
10794,528548,0.46695763
10795,528549,0.37323248
10796,528550,0.2930322
10797,528551,0.4089462
10798,528552,0.48699898
10799,528553,0.17706424
10800,528554,0.8121733
10801,528555,0.22947358
10802,528556,0.38406992
10803,528557,0.27223274
10804,528558,0.52340454
10805,528559,0.33958086
10806,528560,0.39371184
10807,528561,0.36372107
10808,528562,0.29883644
10809,528563,0.40472752
10810,528564,0.16390182
10811,528565,0.44166186
10812,528566,0.48785892
10813,528567,0.55147266
10814,528568,0.3495643
10815,528569,0.29513487
10816,528570,0.36429378
10817,528571,0.25553185
10818,528572,0.4042703
10819,528573,0.22556628
10820,528574,0.48299277
10821,528575,0.19085008
10822,528576,0.67511183
10823,528577,0.53466487
10824,528578,0.48401028
10825,528579,0.37881398
10826,528580,0.12719135
10827,528581,0.27291885
10828,528582,0.31011078
10829,528583,0.6795701
10830,528584,0.47305658
10831,528585,0.1133883
10832,528586,0.2092265
10833,528587,0.45849964
10834,528588,0.53035676
10835,528589,0.16449653
10836,528590,0.30226153
10837,528591,0.27307618
10838,528592,0.24017823
10839,528593,0.5430718
10840,528594,0.1691379
10841,528595,0.1619494
10842,528596,0.15739623
10843,528597,0.4721767
10844,528598,0.31360382
10845,528599,0.44318345
10846,528600,0.7657254
10847,528601,0.31968158
10848,528602,0.33290336
10849,528603,0.11217933
10850,528604,0.37800416
10851,528605,0.08699793
10852,528606,0.18966371
10853,528607,0.7328798
10854,528608,0.33287713
10855,528609,0.34704342
10856,528610,0.10963865
